median_house_value,total_bedrooms,population,house_holds,median_income,rooms_per_househole,population_per_househole,bedrooms_ratio
2.852,458.0,868.0,398.0,5.0151,4.9,2.18,0.23
2.281,1275.0,3384.0,1222.0,3.6625,4.48,2.77,0.23
1.361,607.0,2305.0,597.0,3.227,3.83,3.86,0.27
2.621,309.0,1044.0,328.0,6.8299,6.39,3.18,0.15
3.112,1557.0,4768.0,1393.0,5.305,5.56,3.42,0.2
3.337,852.0,1342.0,593.0,3.9118,6.47,2.26,0.22
3.237,301.0,917.0,287.0,7.6059,7.15,3.2,0.15
5.00001,712.0,2024.0,646.0,5.8703,6.54,3.13,0.17
2.781,1063.0,3331.0,1038.0,6.776,6.75,3.21,0.15
2.026,728.0,1984.0,707.0,4.8536,5.55,2.81,0.19
2.651,3945.0,9936.0,3790.0,5.8602,5.56,2.62,0.19
2.829,1028.0,2803.0,999.0,6.3002,6.25,2.81,0.16
3.209,3224.0,6902.0,2707.0,5.6798,6.4,2.55,0.19
3.233,1317.0,3789.0,1279.0,6.8419,6.82,2.96,0.15
3.295,883.0,1787.0,613.0,6.6916,9.77,2.92,0.15
0.14999,267.0,628.0,225.0,4.1932,3.57,2.79,0.33
1.625,69.0,147.0,53.0,3.9583,8.17,2.77,0.16
1.917,29.0,54.0,32.0,1.9875,3.19,1.69,0.28
1.83,355.0,903.0,314.0,4.1125,5.17,2.88,0.22
3.75,99.0,275.0,68.0,4.5491,7.4,4.04,0.2
1.795,702.0,571.0,199.0,2.3482,20.34,2.87,0.17
2.143,78.0,88.0,39.0,3.5893,9.28,2.26,0.22
1.146,451.0,798.0,308.0,3.0924,7.76,2.59,0.19
0.956,726.0,1603.0,629.0,2.9449,5.62,2.55,0.21
1.063,254.0,707.0,267.0,3.55,4.79,2.65,0.2
1.065,611.0,1164.0,481.0,3.5446,6.8,2.42,0.19
1.241,410.0,1003.0,397.0,2.7813,5.3,2.53,0.19
1.198,386.0,925.0,347.0,3.1326,6.65,2.67,0.17
1.037,424.0,989.0,369.0,2.6071,5.78,2.68,0.2
1.223,448.0,820.0,405.0,2.3565,5.34,2.02,0.21
1.044,530.0,1267.0,489.0,2.8393,5.43,2.59,0.2
1.375,325.0,712.0,269.0,2.625,6.4,2.65,0.19
1.478,621.0,1268.0,474.0,3.0224,7.15,2.68,0.18
0.944,389.0,1042.0,375.0,3.625,5.79,2.78,0.18
0.807,168.0,413.0,146.0,3.375,5.67,2.83,0.2
0.961,589.0,1508.0,512.0,2.8167,6.08,2.95,0.19
1.136,872.0,2383.0,857.0,4.1099,6.08,2.78,0.17
1.231,981.0,2284.0,913.0,2.7413,5.57,2.5,0.19
1.125,301.0,985.0,278.0,2.4054,6.1,3.54,0.18
0.463,292.0,858.0,275.0,2.9306,5.44,3.12,0.2
0.917,317.0,1006.0,290.0,3.2868,5.94,3.47,0.18
0.792,392.0,1261.0,354.0,1.9073,5.64,3.56,0.2
0.759,234.0,674.0,238.0,2.6694,5.37,2.83,0.18
0.505,466.0,1285.0,456.0,1.5319,4.52,2.82,0.23
0.507,254.0,627.0,253.0,1.2794,4.34,2.48,0.23
0.523,236.0,597.0,210.0,1.7279,5.44,2.84,0.21
0.57,258.0,639.0,245.0,1.9464,4.98,2.61,0.21
0.815,628.0,1580.0,619.0,2.9861,5.38,2.55,0.19
0.588,250.0,648.0,227.0,2.0278,5.46,2.85,0.2
0.638,199.0,673.0,193.0,2.9688,5.32,3.49,0.19
0.839,297.0,943.0,281.0,2.4219,4.95,3.36,0.21
0.619,134.0,454.0,149.0,2.125,4.34,3.05,0.21
0.643,183.0,700.0,190.0,2.2375,4.74,3.68,0.2
0.633,699.0,2074.0,644.0,2.6941,5.6,3.22,0.19
0.652,534.0,1339.0,505.0,2.2527,4.53,2.65,0.23
0.922,303.0,861.0,276.0,2.6012,6.04,3.12,0.18
1.563,104.0,393.0,114.0,3.0,4.46,3.45,0.2
0.953,570.0,1624.0,536.0,3.8952,6.24,3.03,0.17
0.958,76.0,213.0,71.0,1.9063,5.66,3.0,0.19
0.746,675.0,2374.0,673.0,3.4598,5.59,3.53,0.18
0.849,1080.0,3840.0,1033.0,3.5258,6.1,3.72,0.17
0.885,253.0,766.0,225.0,3.125,7.27,3.4,0.15
0.816,297.0,1057.0,295.0,3.7143,5.45,3.58,0.18
0.96,379.0,1327.0,356.0,2.6087,5.61,3.73,0.19
0.539,482.0,1976.0,474.0,1.8431,4.46,4.17,0.23
0.985,408.0,1360.0,415.0,4.277,6.06,3.28,0.16
1.024,477.0,1607.0,481.0,4.475,5.97,3.34,0.17
1.012,520.0,1590.0,488.0,4.5347,6.5,3.26,0.16
1.118,209.0,702.0,205.0,4.3625,6.97,3.42,0.15
0.596,379.0,1399.0,397.0,2.5388,4.51,3.52,0.21
0.604,575.0,1724.0,516.0,1.4712,5.25,3.34,0.21
0.618,739.0,2463.0,697.0,2.5288,5.32,3.53,0.2
0.471,427.0,983.0,401.0,1.8444,5.06,2.45,0.21
0.528,364.0,1220.0,334.0,1.625,4.62,3.65,0.24
0.48,403.0,1564.0,408.0,1.5662,3.83,3.83,0.26
0.965,239.0,557.0,226.0,3.6181,6.45,2.46,0.16
0.942,589.0,1458.0,601.0,3.8257,5.58,2.43,0.18
0.909,317.0,910.0,274.0,4.8187,7.66,3.32,0.15
1.194,511.0,1425.0,503.0,4.1544,6.41,2.83,0.16
0.738,349.0,954.0,363.0,3.1136,5.71,2.63,0.17
0.707,211.0,476.0,171.0,2.4196,6.81,2.78,0.18
0.55,240.0,587.0,231.0,1.6071,4.19,2.54,0.25
0.617,428.0,1208.0,399.0,1.4044,4.66,3.03,0.23
0.523,261.0,1092.0,233.0,1.4267,4.29,4.69,0.26
0.525,254.0,913.0,248.0,1.4,2.81,3.68,0.36
0.614,295.0,723.0,287.0,1.6534,4.49,2.52,0.23
0.661,216.0,471.0,211.0,2.2898,4.56,2.23,0.22
0.652,283.0,549.0,273.0,1.4511,4.64,2.01,0.22
0.516,526.0,1845.0,522.0,1.8973,4.08,3.53,0.25
0.518,506.0,2091.0,491.0,1.3713,4.33,4.26,0.24
0.483,347.0,1334.0,304.0,1.3594,5.03,4.39,0.23
0.623,239.0,820.0,254.0,2.5833,5.06,3.23,0.19
1.213,710.0,2047.0,640.0,4.665,7.49,3.2,0.15
0.65,482.0,1933.0,433.0,3.0234,5.46,4.46,0.2
0.617,468.0,1765.0,427.0,2.234,4.89,4.13,0.22
3.07,244.0,491.0,205.0,4.9286,5.98,2.4,0.2
3.921,603.0,1659.0,630.0,7.5412,7.03,2.63,0.14
2.556,892.0,2341.0,906.0,5.0029,5.73,2.58,0.17
3.349,341.0,1127.0,346.0,6.4092,6.53,3.26,0.15
2.909,231.0,601.0,224.0,5.3755,7.09,2.68,0.15
4.232,177.0,682.0,190.0,7.5,6.85,3.59,0.14
2.153,734.0,1583.0,682.0,3.1981,4.2,2.32,0.26
2.286,748.0,1706.0,723.0,3.4705,4.87,2.36,0.21
2.879,1145.0,3445.0,1166.0,6.0132,6.68,2.95,0.15
3.095,871.0,1912.0,770.0,4.9286,6.53,2.48,0.17
2.016,328.0,873.0,336.0,3.8068,5.21,2.6,0.19
3.015,1294.0,3594.0,1253.0,5.3962,6.9,2.87,0.15
2.792,616.0,1968.0,632.0,5.5524,6.16,3.11,0.16
3.687,821.0,2311.0,756.0,6.9081,8.21,3.06,0.13
2.763,2300.0,5600.0,2200.0,4.6463,5.4,2.55,0.19
2.856,1637.0,4406.0,1623.0,5.615,6.68,2.71,0.15
3.45,235.0,555.0,201.0,6.7232,7.44,2.76,0.16
2.098,2123.0,4684.0,2060.0,4.1705,4.67,2.27,0.22
2.953,2721.0,6109.0,2615.0,5.0965,5.97,2.34,0.17
3.508,709.0,1894.0,713.0,3.0573,4.76,2.66,0.21
4.359,708.0,1812.0,701.0,6.0433,6.47,2.58,0.16
1.188,1935.0,5162.0,1880.0,3.0742,5.05,2.75,0.2
0.675,292.0,472.0,284.0,3.4432,5.26,1.66,0.2
1.792,1042.0,2146.0,937.0,4.1289,4.57,2.29,0.24
2.527,832.0,2196.0,800.0,4.3182,5.63,2.75,0.18
3.109,531.0,1318.0,489.0,5.4781,6.38,2.7,0.17
2.742,536.0,1157.0,543.0,3.9519,4.51,2.13,0.22
4.0,8.0,19.0,8.0,7.7197,6.0,2.38,0.17
2.932,1169.0,3063.0,1172.0,6.0902,6.12,2.61,0.16
3.877,322.0,911.0,320.0,6.5253,7.28,2.85,0.14
3.248,290.0,815.0,283.0,6.5249,6.67,2.88,0.15
3.973,455.0,1238.0,406.0,8.3646,8.4,3.05,0.13
3.14,1487.0,3798.0,1409.0,5.6512,6.76,2.7,0.16
2.395,400.0,840.0,398.0,4.6,5.39,2.11,0.19
3.615,711.0,1928.0,742.0,6.4978,6.72,2.6,0.14
3.422,577.0,1657.0,611.0,6.3314,6.49,2.71,0.15
2.77,826.0,1694.0,800.0,3.18,4.27,2.12,0.24
3.011,803.0,1395.0,722.0,3.9265,4.32,1.93,0.26
4.44,348.0,818.0,330.0,7.3521,6.78,2.48,0.16
3.242,1571.0,2962.0,1464.0,2.8903,4.48,2.02,0.24
3.719,316.0,607.0,264.0,5.5083,6.66,2.3,0.18
3.199,555.0,1398.0,585.0,4.8993,5.65,2.39,0.17
5.00001,336.0,810.0,354.0,8.5759,6.75,2.29,0.14
3.375,828.0,1581.0,795.0,3.293,4.79,1.99,0.22
4.333,632.0,1541.0,626.0,5.5791,6.61,2.46,0.15
4.878,699.0,1830.0,679.0,6.0762,7.07,2.7,0.15
3.294,1089.0,2100.0,1025.0,3.2462,4.19,2.05,0.25
4.392,1002.0,2468.0,957.0,7.494,7.6,2.58,0.14
5.00001,189.0,427.0,162.0,12.0933,8.18,2.64,0.14
4.208,755.0,1916.0,764.0,6.994,7.16,2.51,0.14
4.517,178.0,460.0,174.0,6.4271,7.22,2.64,0.14
2.0,119.0,228.0,132.0,1.9063,1.55,1.73,0.58
2.708,451.0,700.0,419.0,2.5125,3.72,1.67,0.29
2.875,953.0,1831.0,910.0,2.6036,3.95,2.01,0.27
3.521,762.0,1833.0,737.0,5.6263,5.69,2.49,0.18
2.313,194.0,265.0,169.0,2.75,3.33,1.57,0.34
2.638,684.0,1574.0,653.0,3.6863,5.06,2.41,0.21
3.31,346.0,818.0,352.0,5.2818,5.72,2.32,0.17
2.688,322.0,621.0,314.0,3.5588,4.27,1.98,0.24
5.00001,57.0,179.0,69.0,6.2862,5.07,2.59,0.16
2.908,194.0,413.0,197.0,3.9917,4.61,2.1,0.21
1.875,839.0,1986.0,815.0,3.9712,4.62,2.44,0.22
2.125,20.0,45.0,25.0,6.1359,4.0,1.8,0.2
1.875,1902.0,5917.0,1812.0,2.7273,3.6,3.27,0.29
2.92,258.0,678.0,249.0,5.5789,5.37,2.72,0.19
2.667,232.0,551.0,229.0,3.7321,5.24,2.41,0.19
2.554,392.0,825.0,369.0,4.2011,5.05,2.24,0.21
3.091,308.0,624.0,292.0,4.1379,4.83,2.14,0.22
3.054,280.0,708.0,255.0,5.0766,5.6,2.78,0.2
2.752,856.0,1872.0,833.0,4.5625,4.85,2.25,0.21
2.896,1488.0,3108.0,1349.0,4.4375,5.74,2.3,0.19
3.167,62.0,150.0,56.0,7.7006,6.61,2.68,0.17
3.02,871.0,1899.0,827.0,4.1659,5.89,2.3,0.18
2.466,462.0,1100.0,449.0,4.1098,4.9,2.45,0.21
4.143,1307.0,3450.0,1258.0,6.1724,7.01,2.74,0.15
3.201,425.0,926.0,400.0,4.9674,6.01,2.32,0.18
3.369,996.0,2466.0,1027.0,4.1711,5.44,2.4,0.18
3.55,552.0,1178.0,522.0,4.625,5.48,2.26,0.19
3.163,649.0,1553.0,639.0,4.6905,5.75,2.43,0.18
2.922,216.0,467.0,197.0,4.9615,5.99,2.37,0.18
3.457,542.0,1111.0,557.0,4.8056,4.76,1.99,0.2
3.989,324.0,735.0,306.0,4.6944,5.99,2.4,0.18
3.821,1115.0,2177.0,1027.0,3.5055,5.27,2.12,0.21
5.00001,291.0,731.0,253.0,7.1155,8.82,2.89,0.13
5.00001,468.0,1449.0,471.0,9.1834,7.34,3.08,0.14
5.00001,411.0,933.0,410.0,6.1444,6.53,2.28,0.15
5.00001,242.0,653.0,241.0,10.6272,8.39,2.71,0.12
5.00001,58.0,151.0,67.0,9.5551,5.63,2.25,0.15
5.00001,204.0,596.0,208.0,10.129,7.46,2.87,0.13
5.00001,495.0,996.0,449.0,4.3083,5.64,2.22,0.2
4.357,400.0,971.0,386.0,5.697,5.98,2.52,0.17
4.688,631.0,1675.0,628.0,7.8904,7.08,2.67,0.14
2.713,1979.0,2980.0,1888.0,3.5838,3.94,1.58,0.27
4.705,620.0,1549.0,626.0,8.3935,7.0,2.47,0.14
3.932,362.0,887.0,347.0,6.6125,6.26,2.56,0.17
4.318,470.0,970.0,430.0,5.5385,6.97,2.26,0.16
4.352,775.0,1519.0,788.0,4.4081,4.66,1.93,0.21
4.055,804.0,1550.0,792.0,5.1834,5.04,1.96,0.2
5.00001,284.0,600.0,241.0,5.9582,7.49,2.49,0.16
2.0,255.0,384.0,247.0,4.7344,3.55,1.55,0.29
3.339,502.0,1219.0,507.0,5.0779,5.49,2.4,0.18
3.75,541.0,1022.0,464.0,3.7647,5.65,2.2,0.21
5.00001,64.0,163.0,75.0,14.5833,5.61,2.17,0.15
4.105,301.0,723.0,306.0,5.5379,5.69,2.36,0.17
3.103,352.0,648.0,337.0,4.125,5.11,1.92,0.2
3.908,324.0,608.0,328.0,3.875,4.66,1.85,0.21
3.178,163.0,334.0,151.0,5.8509,5.25,2.21,0.21
3.492,415.0,1013.0,408.0,6.1632,6.47,2.48,0.16
3.009,359.0,974.0,351.0,5.5926,6.47,2.77,0.16
3.862,347.0,849.0,318.0,6.2953,6.82,2.67,0.16
3.1,136.0,203.0,118.0,6.641,5.48,1.72,0.21
3.18,802.0,1385.0,743.0,3.6731,3.97,1.86,0.27
5.00001,409.0,812.0,373.0,8.8386,6.68,2.18,0.16
5.00001,618.0,1315.0,582.0,11.5706,7.68,2.26,0.14
5.00001,382.0,935.0,369.0,10.0791,7.27,2.53,0.14
4.411,1282.0,2755.0,1267.0,5.4851,5.53,2.17,0.18
5.00001,403.0,541.0,336.0,6.0238,4.91,1.61,0.24
5.00001,1736.0,3895.0,1683.0,7.2905,6.4,2.31,0.16
5.00001,717.0,1292.0,632.0,8.4888,5.95,2.04,0.19
4.746,1089.0,2100.0,1023.0,4.7475,5.33,2.05,0.2
4.583,565.0,1233.0,547.0,3.4485,4.89,2.25,0.21
5.00001,398.0,999.0,417.0,7.9892,6.05,2.4,0.16
3.272,551.0,1232.0,537.0,3.8839,5.3,2.29,0.19
3.7,460.0,937.0,455.0,4.4375,5.47,2.06,0.18
4.89,489.0,1159.0,505.0,5.6302,5.79,2.3,0.17
5.00001,350.0,859.0,359.0,6.1085,6.42,2.39,0.15
4.029,739.0,1818.0,705.0,5.5951,5.92,2.58,0.18
4.176,1041.0,1640.0,989.0,3.9531,4.41,1.66,0.24
2.671,402.0,689.0,348.0,4.4239,4.9,1.98,0.24
3.892,622.0,1091.0,528.0,3.7813,6.0,2.07,0.2
4.534,224.0,503.0,220.0,7.9606,6.5,2.29,0.16
4.635,253.0,641.0,276.0,8.634,5.62,2.32,0.16
5.00001,327.0,755.0,345.0,7.1924,5.72,2.19,0.17
5.00001,290.0,721.0,298.0,8.9248,6.46,2.42,0.15
4.6,278.0,567.0,255.0,3.2794,5.03,2.22,0.22
4.131,866.0,1913.0,834.0,6.8742,5.9,2.29,0.18
4.144,732.0,1775.0,745.0,6.7809,5.88,2.38,0.17
4.0,282.0,658.0,253.0,7.9977,7.17,2.6,0.16
3.086,485.0,1064.0,449.0,4.4583,5.99,2.37,0.18
4.024,283.0,562.0,246.0,6.7546,7.15,2.28,0.16
4.244,836.0,1907.0,795.0,6.1275,6.25,2.4,0.17
4.004,689.0,1596.0,707.0,5.9073,5.84,2.26,0.17
3.625,41.0,75.0,38.0,5.1292,5.82,1.97,0.19
2.584,980.0,1949.0,919.0,2.862,4.25,2.12,0.25
1.404,593.0,881.0,546.0,2.9145,3.53,1.61,0.31
3.461,947.0,1650.0,919.0,6.3066,4.71,1.8,0.22
5.00001,538.0,969.0,528.0,6.7669,5.17,1.84,0.2
4.42,510.0,809.0,503.0,4.5398,4.32,1.61,0.23
5.00001,752.0,1177.0,670.0,6.2113,5.84,1.76,0.19
5.00001,1307.0,2096.0,1205.0,6.4752,5.23,1.74,0.21
5.00001,29.0,63.0,34.0,12.2547,7.06,1.85,0.12
2.75,50.0,88.0,46.0,3.8068,3.83,1.91,0.28
4.938,164.0,358.0,143.0,6.8198,5.83,2.5,0.2
4.786,196.0,628.0,205.0,3.75,5.77,3.06,0.17
3.5,324.0,553.0,277.0,4.1792,5.43,2.0,0.22
4.958,552.0,599.0,250.0,4.3125,11.38,2.4,0.19
2.387,326.0,629.0,279.0,4.3194,6.2,2.25,0.19
2.426,257.0,437.0,188.0,3.115,6.65,2.32,0.21
2.615,509.0,691.0,343.0,4.3125,7.59,2.01,0.2
2.707,367.0,701.0,297.0,3.8269,6.26,2.36,0.2
2.0,265.0,628.0,219.0,3.5469,5.86,2.87,0.21
4.3,244.0,510.0,207.0,5.6305,6.98,2.46,0.17
1.635,218.0,627.0,185.0,2.3482,6.89,3.39,0.17
2.409,358.0,308.0,132.0,3.1429,15.02,2.33,0.18
2.388,366.0,815.0,337.0,3.4609,4.79,2.42,0.23
2.531,476.0,957.0,362.0,3.625,6.57,2.64,0.2
0.713,341.0,706.0,283.0,1.7614,5.19,2.49,0.23
1.131,425.0,909.0,319.0,2.7188,6.63,2.85,0.2
1.038,617.0,1011.0,509.0,1.398,5.65,1.99,0.21
0.915,315.0,600.0,265.0,1.5,4.95,2.26,0.24
1.05,592.0,1236.0,489.0,2.5551,5.68,2.53,0.21
0.875,372.0,762.0,283.0,1.75,5.89,2.69,0.22
1.208,497.0,890.0,344.0,3.0,6.99,2.59,0.21
0.702,252.0,369.0,165.0,2.875,5.25,2.24,0.29
0.881,600.0,990.0,410.0,2.3818,6.84,2.41,0.21
0.938,42.0,79.0,30.0,3.8333,5.73,2.63,0.24
0.924,340.0,643.0,241.0,2.662,7.11,2.67,0.2
1.12,443.0,920.0,361.0,3.0,6.18,2.55,0.2
1.042,553.0,1087.0,423.0,2.5,6.1,2.57,0.21
1.219,184.0,406.0,151.0,3.1771,6.55,2.69,0.19
0.96,375.0,750.0,308.0,2.875,6.49,2.44,0.19
1.111,555.0,1153.0,474.0,2.753,5.79,2.43,0.2
0.559,536.0,1500.0,414.0,3.5391,5.23,3.62,0.25
1.646,661.0,291.0,135.0,2.6838,21.16,2.16,0.23
0.7,143.0,281.0,108.0,2.9306,5.63,2.6,0.24
0.579,304.0,746.0,259.0,1.7788,5.54,2.88,0.21
0.603,435.0,991.0,377.0,1.2281,5.5,2.63,0.21
0.792,545.0,863.0,346.0,2.3571,6.16,2.49,0.26
0.698,383.0,656.0,303.0,1.4952,5.01,2.17,0.25
1.458,340.0,515.0,227.0,1.5278,6.44,2.27,0.23
1.0,489.0,887.0,332.0,2.2429,5.54,2.67,0.27
0.715,450.0,1122.0,446.0,2.1793,4.76,2.52,0.21
1.407,677.0,1908.0,642.0,3.0433,5.23,2.97,0.2
1.573,291.0,588.0,274.0,2.325,5.19,2.15,0.2
1.503,507.0,1202.0,460.0,2.7857,5.42,2.61,0.2
1.65,151.0,380.0,142.0,2.7,5.56,2.68,0.19
1.104,244.0,552.0,201.0,2.5192,5.72,2.75,0.21
1.316,345.0,698.0,299.0,2.9243,5.75,2.33,0.2
0.95,336.0,754.0,340.0,1.9213,4.51,2.22,0.22
1.133,482.0,1201.0,479.0,3.5,4.78,2.51,0.21
0.936,459.0,1019.0,422.0,1.9208,4.8,2.41,0.23
1.058,273.0,761.0,286.0,2.7813,4.65,2.66,0.21
1.162,423.0,1177.0,414.0,3.2171,4.87,2.84,0.21
1.5,506.0,895.0,451.0,1.7574,4.0,1.98,0.28
0.966,535.0,1064.0,433.0,1.8967,5.41,2.46,0.23
1.044,831.0,2111.0,758.0,3.2156,5.39,2.78,0.2
0.926,432.0,1133.0,402.0,2.3906,5.19,2.82,0.21
1.246,813.0,1899.0,730.0,2.6424,5.41,2.6,0.21
0.772,346.0,904.0,295.0,2.1625,5.49,3.06,0.21
0.96,470.0,1281.0,479.0,3.588,5.8,2.67,0.17
0.769,362.0,808.0,330.0,2.9183,5.3,2.45,0.21
0.718,338.0,779.0,327.0,1.85,4.04,2.38,0.26
0.715,254.0,715.0,275.0,1.5625,3.93,2.6,0.23
0.84,628.0,1636.0,615.0,2.3333,4.59,2.66,0.22
1.05,248.0,611.0,226.0,1.746,4.67,2.7,0.23
1.471,121.0,448.0,140.0,3.9632,5.74,3.2,0.15
1.542,205.0,424.0,152.0,2.8833,6.75,2.79,0.2
1.375,504.0,1421.0,430.0,3.3431,6.38,3.3,0.18
1.342,570.0,1558.0,535.0,3.788,5.73,2.91,0.19
1.429,1106.0,3148.0,1088.0,3.1455,5.12,2.89,0.2
1.445,254.0,522.0,202.0,2.5875,5.38,2.58,0.23
1.75,55.0,115.0,54.0,2.125,4.5,2.13,0.23
1.493,693.0,1560.0,647.0,2.2926,4.86,2.41,0.22
1.188,291.0,821.0,285.0,3.5917,5.41,2.88,0.19
1.054,168.0,494.0,161.0,2.3583,4.88,3.07,0.21
1.514,296.0,830.0,279.0,3.25,4.94,2.97,0.21
1.405,912.0,2095.0,857.0,3.184,5.45,2.44,0.2
2.77,371.0,773.0,325.0,3.1563,6.1,2.38,0.19
2.132,352.0,711.0,292.0,3.1071,5.66,2.43,0.21
2.25,577.0,887.0,432.0,3.3654,6.38,2.05,0.21
1.588,1042.0,1745.0,794.0,2.375,5.82,2.2,0.23
1.656,355.0,506.0,211.0,2.5625,8.09,2.4,0.21
0.953,478.0,1140.0,428.0,2.1985,5.15,2.66,0.22
1.761,1037.0,1742.0,803.0,3.1201,6.48,2.17,0.2
1.01,510.0,1032.0,369.0,2.2946,6.1,2.8,0.23
1.094,294.0,812.0,258.0,3.4063,5.49,3.15,0.21
1.154,321.0,857.0,288.0,2.7232,5.39,2.98,0.21
1.421,576.0,1501.0,584.0,2.6275,4.75,2.57,0.21
1.311,1051.0,3002.0,992.0,3.0652,5.42,3.03,0.2
1.598,342.0,877.0,312.0,3.7833,6.06,2.81,0.18
1.152,265.0,639.0,270.0,3.3667,4.99,2.37,0.2
1.546,187.0,499.0,208.0,3.6587,5.52,2.4,0.16
1.44,211.0,529.0,217.0,3.8958,5.42,2.44,0.18
1.221,216.0,504.0,203.0,3.5938,5.74,2.48,0.19
1.129,258.0,617.0,228.0,2.55,6.01,2.71,0.19
1.146,262.0,661.0,278.0,3.0,5.1,2.38,0.18
1.274,266.0,822.0,234.0,4.0469,6.54,3.51,0.17
0.823,484.0,1195.0,467.0,1.7929,4.09,2.56,0.25
1.096,1222.0,3595.0,1189.0,2.631,5.15,3.02,0.2
0.962,238.0,592.0,225.0,2.0074,4.4,2.63,0.24
1.256,495.0,1232.0,488.0,2.6012,5.28,2.52,0.19
1.089,675.0,1367.0,626.0,1.6571,4.29,2.18,0.25
1.092,396.0,878.0,399.0,1.8042,4.06,2.2,0.24
0.844,417.0,1065.0,401.0,1.375,3.68,2.66,0.28
1.0,545.0,1376.0,516.0,1.9032,4.33,2.67,0.24
1.161,208.0,454.0,188.0,3.8333,6.08,2.41,0.18
2.149,327.0,1030.0,308.0,5.9585,7.27,3.34,0.15
1.619,331.0,816.0,325.0,4.425,5.86,2.51,0.17
0.947,303.0,1048.0,303.0,1.7813,4.36,3.46,0.23
1.208,82.0,327.0,81.0,2.775,5.16,4.04,0.2
0.7,57.0,196.0,60.0,2.3125,4.45,3.27,0.21
0.958,436.0,1048.0,358.0,2.7171,6.04,2.93,0.2
0.949,247.0,697.0,251.0,2.5761,4.82,2.78,0.2
0.831,497.0,1432.0,399.0,2.9,6.78,3.59,0.18
0.663,226.0,658.0,197.0,2.3043,5.22,3.34,0.22
1.232,424.0,1252.0,350.0,3.6182,6.56,3.58,0.18
0.905,398.0,1333.0,411.0,2.7562,4.87,3.24,0.2
0.728,224.0,888.0,241.0,2.3333,3.94,3.68,0.24
0.807,517.0,1764.0,502.0,2.8519,5.05,3.51,0.2
0.859,466.0,1730.0,469.0,2.2071,5.19,3.69,0.19
0.738,341.0,1476.0,327.0,3.2721,4.52,4.51,0.23
0.727,160.0,785.0,175.0,2.6058,3.89,4.49,0.24
1.375,130.0,496.0,147.0,3.5167,5.85,3.37,0.15
0.813,470.0,1409.0,428.0,2.1484,5.58,3.29,0.2
0.888,317.0,1037.0,286.0,2.4964,5.79,3.63,0.19
0.644,176.0,827.0,176.0,1.9236,3.71,4.7,0.27
0.673,319.0,1455.0,340.0,2.2813,3.86,4.28,0.24
0.729,292.0,1052.0,265.0,2.8698,5.48,3.97,0.2
0.714,432.0,1756.0,382.0,2.6923,5.18,4.6,0.22
1.038,530.0,1374.0,505.0,2.6214,5.49,2.72,0.19
1.139,636.0,1904.0,617.0,3.1111,5.69,3.09,0.18
1.645,521.0,1580.0,484.0,3.7784,5.98,3.26,0.18
1.094,208.0,774.0,222.0,3.0,5.29,3.49,0.18
1.031,222.0,684.0,221.0,2.6908,5.86,3.1,0.17
0.942,481.0,1518.0,447.0,2.0417,6.02,3.4,0.18
0.704,637.0,2268.0,620.0,2.567,5.09,3.66,0.2
0.846,449.0,1469.0,435.0,2.5129,5.19,3.38,0.2
1.076,311.0,810.0,266.0,4.1058,6.51,3.05,0.18
0.728,1119.0,3589.0,1017.0,2.1061,4.64,3.53,0.24
0.691,444.0,1462.0,479.0,2.6439,4.35,3.05,0.21
0.746,412.0,1268.0,402.0,2.6758,5.56,3.15,0.18
1.301,498.0,1368.0,487.0,4.6667,6.31,2.81,0.16
0.869,484.0,1307.0,456.0,3.0911,5.53,2.87,0.19
1.102,282.0,866.0,284.0,4.0694,5.65,3.05,0.18
0.71,203.0,572.0,190.0,1.6833,4.6,3.01,0.23
0.835,729.0,2014.0,659.0,3.2656,5.24,3.06,0.21
1.021,428.0,1530.0,435.0,3.968,6.0,3.52,0.16
0.873,978.0,2814.0,953.0,2.0179,4.14,2.95,0.25
0.661,316.0,904.0,315.0,2.4653,5.47,2.87,0.18
0.75,401.0,1009.0,385.0,2.2222,4.94,2.62,0.21
0.692,372.0,1000.0,346.0,1.4615,4.21,2.89,0.26
1.463,826.0,2497.0,805.0,4.25,6.22,3.1,0.16
0.689,431.0,1304.0,415.0,2.1182,4.41,3.14,0.24
0.875,147.0,380.0,132.0,1.9135,4.83,2.88,0.23
1.013,176.0,520.0,154.0,3.003,4.57,3.38,0.25
0.886,676.0,2441.0,707.0,3.2955,5.48,3.45,0.17
0.88,613.0,1569.0,595.0,3.5393,5.46,2.64,0.19
0.675,716.0,2603.0,696.0,2.2179,5.12,3.74,0.2
1.25,438.0,1361.0,393.0,2.0066,5.69,3.46,0.2
1.414,229.0,590.0,205.0,3.3194,6.88,2.88,0.16
0.83,416.0,1283.0,378.0,1.8939,5.71,3.39,0.19
0.797,1678.0,5303.0,1644.0,2.4012,5.23,3.23,0.19
0.958,341.0,1052.0,312.0,2.0809,5.4,3.37,0.2
0.896,477.0,1108.0,466.0,2.3099,4.53,2.38,0.23
1.183,255.0,620.0,240.0,3.0263,5.31,2.58,0.2
0.832,384.0,1158.0,367.0,2.75,5.28,3.16,0.2
0.853,927.0,2149.0,821.0,1.9528,4.23,2.62,0.27
1.306,897.0,1737.0,788.0,2.1418,4.62,2.2,0.25
1.216,984.0,2024.0,1026.0,2.558,3.85,1.97,0.25
1.08,231.0,956.0,219.0,3.4559,5.68,4.37,0.19
